0,1,2
2.007407362913341,1.4875912220217038,1
2.322859366597464,2.119534684934339,1
1.4678343816331472,1.8236987776632048,1
1.4045643289444876,2.6928888481055444,1
1.9446111425383583,1.9528959568398656,1
1.6447036901155698,0.8596233178559323,1
1.8700327457246195,1.1062837783352466,1
1.6059065349376478,1.583353388473845,1
2.151112602523133,1.788894880706615,1
2.620722646239239,1.7124299462985515,1
2.164299887387099,2.836892800788659,1
2.0952286284230466,2.175277499141546,1
2.149083437504697,1.90159925477344,1
2.8745301455670877,1.1794614000765502,1
1.48101501743797,2.5133023800462757,1
2.2064916163628814,1.135646204337553,1
1.069495874430305,0.9641632632852508,1
1.4414969553835837,1.9565153098573405,1
1.9025974734076851,2.671923321959529,1
2.190999342273697,2.320216373287737,1
1.50008710461076,1.7135911293138464,1
2.054507030534793,1.5013304987383995,1
1.8444610450661976,2.547179975092836,1
2.090646895055852,2.183341896899239,1
2.6350702236635817,1.8879216243274253,1
2.3363851669215503,2.220594661042608,1
1.8186408824572675,1.879297044000493,1
2.252006819395156,1.9449398805579745,1
2.3990859472551644,2.058723034214684,1
1.5972486115972064,1.3787891152125795,1
1.9102295292476343,2.805845922206733,1
2.261352406386536,2.316960294374704,1
1.81538538277171,2.8973486334548424,1
1.5738377643134194,2.115084417385424,1
1.350101739147889,1.7942036873775693,1
13.629039644975732,12.11785117836326,1
8.734730947531009,8.864464551383092,1
15.02665616514641,13.106264128415168,1
14.192693691331597,11.531568397310927,1
7.422759919970943,12.502968830043072,1
11.737891976917176,14.266159759119445,1
11.381771110456585,11.533066676912616,1
12.390139394302762,8.436874288588818,1
17.39244810512716,11.85215066743917,1
12.017255797835151,13.05400841690932,1
11.594206318466666,11.780234441381372,1
13.79052054577986,14.74992813278598,1
12.709515386226435,13.233773108786558,1
13.725192022656902,6.688761814050134,1
11.066308907894475,9.16618777374748,1
9.96391624942527,11.8442904881183,1
9.890743072029972,13.640495674649362,1
12.914831212441982,10.070775972532545,1
12.907563825271367,8.340519177990938,1
10.43474168834495,11.779221401946224,1
9.30414915474176,10.476853223486884,1
15.477745354909022,13.988788782630998,1
11.20954203469129,9.681158967200174,1
12.327857144905174,12.192642711842394,1
14.200568676440747,14.596043944652443,1
14.156394607428476,6.881630667311807,1
11.448658930878889,10.580544068306224,1
8.462923098645938,12.71096358548754,1
11.566100860126705,12.890786501789597,1
13.859010222959055,13.164449182795847,1
12.926260658637217,12.558191528784906,1
8.899141309833038,12.83463764206367,1
9.641684138724624,14.602856143329522,1
12.703560221362716,12.758471067071174,1
13.601129606861994,12.156520350323325,1
9.335576690810996,8.062750620427959,1
14.257188129029135,12.992001892687924,1
11.560917943337572,9.831926758656133,1
7.27165236571764,12.040668363410486,1
13.54281189735369,14.058877657565535,1
12.426960097820338,9.582852692533557,1
10.86137589305963,12.539808709881523,1
12.997380549819654,14.095944311936105,1
12.765464860024537,11.931515438936092,1
13.533326363290172,12.712585634944578,1
12.074011443820298,13.535804815465408,1
7.260826189546794,13.728104600995296,1
11.739786091612592,12.187906458771138,1
11.908592078679533,12.441015311514349,1
11.828138466056776,12.388585876091543,1
11.51596034025956,15.03652234071141,1
13.886092174645036,6.520645665620887,1
10.8913807468574,11.058724683690418,1
9.940129433382047,11.300113270821791,1
14.44974112838732,12.129712212687153,1
10.05779085911103,12.629634409031649,1
10.682894066389991,10.971532068120023,1
13.873484927070514,14.824655412074886,1
16.022513362926276,11.910809147088283,1
12.56855934161443,15.485337561311262,1
7.96718674440048,10.921090733250995,1
10.994366598714924,16.824907359087497,1
12.39860039379293,11.898792918076667,1
10.6439484368711,14.595691581302198,1
10.679887359731834,12.351637906592057,1
15.039989721531546,15.43917861483239,1
11.55478863810336,10.173841563916408,1
9.720395089146452,13.569915042481,1
11.062271624066408,7.597117428998884,1
14.638273752603151,10.235162362900162,1
10.078991236733703,10.413765274584655,1
15.465442373838266,13.369002213718382,1
12.484235921970246,10.222559485292738,1
9.106930600873223,13.600595898680057,1
11.230709153714963,11.112327813689603,1
11.476709108578198,11.635510432420114,1
11.05993423459825,11.566537058848922,1
8.096391797036796,10.680216540541004,1
11.629892657981316,10.384703024767289,1
10.54191068241061,12.39311480145757,1
7.8107938575877105,12.247443828467013,1
13.17975964146904,11.27228238005842,1
13.737926973793591,12.553743811692256,1
12.67780825043189,16.042087122969594,1
13.751665523174662,11.769785063025546,1
10.182473508081896,11.151364758044195,1
13.643171424099592,12.01058529259872,1
7.5207918826765265,12.802998110180576,1
10.139686994951358,11.64282181582534,1
14.36275720257657,10.736192483989663,1
11.305098695002874,10.83746304627935,1
12.741650002562205,12.284123610374472,1
8.637563569011133,10.2220572838091,1
11.215222003700726,5.907713890400147,1
9.44062165359152,10.829137591444455,1
13.884936238440789,11.464810507529304,1
11.121620956395704,12.362676858435645,1
10.964961914979192,10.04234028128246,1
10.388746984921264,9.763376151356736,1
13.08662378277504,12.878085915344084,1
11.450336359094733,-7.152064040134315,-1
20.866377608389133,15.186705524480086,-1
23.82364900032627,7.76724415342677,-1
0.5141289105470523,9.232520047834498,-1
22.578655105429064,8.226650303465117,-1
-0.6477538848188473,20.708957621094186,-1
3.0171561979361456,-9.95158275003503,-1
-1.3310242127689411,1.138172821197184,-1
20.05721138811657,6.047610847325576,-1
5.560555073395527,1.7635793239960584,-1
20.823734306647783,23.0759371929137,-1
24.71616152041203,3.185944343634537,-1
23.815160596951,17.715784937081548,-1
13.649120167549338,-1.4288682202965202,-1
-2.423995866952657,-4.188326141756401,-1
22.296481357887785,0.2926831834108139,-1
5.858298590710746,7.28852418955282,-1
17.236005840758896,19.548223654355844,-1
-5.132455459798552,4.94165260738758,-1
19.499921074241,18.631165701454343,-1
